EmployeeNumber,Age,Age_Group,Gender,Department,JobRole,BusinessTravel,DistanceFromHome,Education,EducationField,JobLevel,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,MonthlyIncome,Salary_Band,OverTime,TotalWorkingYears,Experience_Band,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,PercentSalaryHike,PerformanceRating,StockOptionLevel,MaritalStatus,Attrition
786,34,25-34,Male,Sales,"Sales Executive",Travel_Rarely,2,3,Other,2,4,4,3,3,6274,High,No,6,"6-10 Years",6,5,1,4,1,5,22,4,0,Single,No
787,55,55+,Male,"Research & Development",Manager,Travel_Rarely,2,3,Medical,5,1,4,4,3,19859,"Very High",Yes,24,"20+ Years",5,2,1,4,5,2,13,3,1,Married,Yes
789,36,35-44,Male,Sales,"Sales Executive",Non-Travel,8,4,"Life Sciences",3,1,1,2,3,7587,High,No,10,"6-10 Years",10,7,0,9,1,1,15,3,0,Single,No
791,52,45-54,Male,"Research & Development","Research Scientist",Non-Travel,19,4,Medical,1,4,4,1,3,4258,Medium,No,5,"3-5 Years",4,3,1,2,0,3,18,3,1,Married,No
792,26,25-34,Female,"Research & Development","Laboratory Technician",Travel_Frequently,1,2,"Life Sciences",1,4,1,1,3,4364,Medium,No,5,"3-5 Years",2,2,2,0,3,2,14,3,1,Divorced,No
793,29,25-34,Female,"Research & Development","Healthcare Representative",Travel_Rarely,27,3,Medical,2,3,2,1,2,4335,Medium,No,11,"11-20 Years",8,7,1,1,4,3,12,3,1,Married,No
796,26,25-34,Male,Sales,"Sales Executive",Travel_Rarely,8,3,"Technical Degree",2,1,4,3,2,5326,Medium,No,6,"6-10 Years",4,3,1,2,6,2,17,3,0,Single,Yes
797,34,25-34,Female,"Research & Development","Research Scientist",Travel_Rarely,1,4,"Life Sciences",1,4,2,3,3,3280,Medium,No,10,"6-10 Years",4,2,1,3,2,2,16,3,0,Single,No
799,54,45-54,Female,"Research & Development","Manufacturing Director",Travel_Rarely,19,4,Medical,2,1,4,2,3,5485,Medium,Yes,9,"6-10 Years",5,3,1,4,9,4,11,3,2,Divorced,No
800,27,25-34,Male,Sales,"Sales Executive",Travel_Frequently,8,1,Marketing,2,4,3,2,3,4342,Medium,No,5,"3-5 Years",4,2,1,1,0,3,19,3,1,Married,No
802,37,35-44,Female,"Research & Development","Research Scientist",Travel_Rarely,10,1,"Life Sciences",1,1,4,2,2,2782,Low,Yes,6,"6-10 Years",5,3,4,3,0,3,13,3,2,Divorced,No
803,38,35-44,Female,"Research & Development","Manufacturing Director",Travel_Frequently,2,4,"Life Sciences",2,1,1,4,3,5980,Medium,Yes,17,"11-20 Years",15,7,4,12,6,2,12,3,0,Single,No
804,34,25-34,Female,"Research & Development","Research Scientist",Travel_Rarely,2,4,Medical,1,1,3,3,3,4381,Medium,No,6,"6-10 Years",6,5,1,3,1,3,11,3,0,Single,No
805,35,35-44,Female,Sales,"Sales Representative",Travel_Rarely,8,4,"Life Sciences",1,4,1,2,2,2572,Low,No,3,"3-5 Years",3,2,0,2,1,1,16,3,1,Married,No
806,30,25-34,Male,"Research & Development","Laboratory Technician",Travel_Rarely,1,3,"Life Sciences",1,3,4,3,3,3833,Medium,No,7,"6-10 Years",2,2,0,2,3,2,21,4,2,Married,No
807,40,35-44,Female,"Research & Development","Healthcare Representative",Travel_Frequently,2,2,Medical,2,2,3,4,3,4244,Medium,No,8,"6-10 Years",8,7,3,7,1,2,24,4,1,Married,No
808,34,25-34,Female,Sales,"Sales Executive",Travel_Rarely,8,2,"Life Sciences",2,1,3,2,3,6500,High,No,6,"6-10 Years",3,2,1,2,5,1,17,3,1,Married,No
809,42,35-44,Male,"Research & Development",Manager,Travel_Frequently,8,3,"Life Sciences",5,4,2,2,2,18430,"Very High",No,24,"20+ Years",24,7,14,9,1,4,13,3,1,Divorced,No
811,23,"Under 25",Male,"Research & Development","Laboratory Technician",Travel_Rarely,6,3,"Life Sciences",1,1,3,3,3,1601,Low,Yes,1,"0-2 Years",0,0,0,0,1,2,21,4,2,Married,Yes
812,24,"Under 25",Male,"Research & Development","Laboratory Technician",Non-Travel,9,3,"Life Sciences",1,2,3,3,3,2694,Low,No,1,"0-2 Years",1,0,0,0,1,4,11,3,3,Divorced,No
813,52,45-54,Female,"Research & Development","Laboratory Technician",Travel_Rarely,11,4,"Life Sciences",2,3,4,2,3,3149,Medium,No,9,"6-10 Years",5,2,1,4,8,3,20,4,1,Married,No
815,50,45-54,Male,"Research & Development","Research Director",Travel_Rarely,2,3,Medical,4,3,3,4,3,17639,"Very High",No,30,"20+ Years",4,3,0,3,5,3,16,3,0,Married,No
816,29,25-34,Female,"Research & Development","Laboratory Technician",Travel_Rarely,1,2,"Life Sciences",1,1,2,4,3,2319,Low,Yes,1,"0-2 Years",1,0,0,0,1,1,11,3,1,Married,Yes
817,33,25-34,Male,"Research & Development","Research Director",Travel_Rarely,7,3,Medical,3,3,3,4,4,11691,"Very High",No,14,"11-20 Years",13,9,3,7,0,3,11,3,0,Married,No
819,33,25-34,Female,Sales,"Sales Executive",Travel_Rarely,16,3,Marketing,2,1,1,3,3,5324,Medium,No,6,"6-10 Years",3,2,0,2,5,3,15,3,0,Single,Yes
820,47,45-54,Female,"Research & Development",Manager,Travel_Rarely,2,2,Other,4,4,3,3,2,16752,"Very High",Yes,26,"20+ Years",26,14,3,0,1,3,11,3,1,Married,No
823,36,35-44,Female,"Research & Development","Manufacturing Director",Travel_Rarely,1,3,Other,2,2,3,1,3,5228,Medium,No,10,"6-10 Years",9,7,0,5,0,2,15,3,1,Married,No
824,29,25-34,Male,"Research & Development","Research Scientist",Travel_Rarely,23,2,"Life Sciences",1,3,3,3,3,2700,Low,No,10,"6-10 Years",10,7,0,7,1,3,24,4,1,Married,No
825,58,55+,Male,"Research & Development","Research Director",Travel_Rarely,2,4,"Life Sciences",5,2,4,4,3,19246,"Very High",Yes,40,"20+ Years",31,15,13,8,7,2,12,3,0,Single,Yes
826,35,35-44,Female,"Research & Development","Research Scientist",Travel_Rarely,1,4,"Life Sciences",1,3,4,3,3,2506,Low,No,7,"6-10 Years",2,2,2,2,3,0,13,3,0,Single,No
827,42,35-44,Female,"Research & Development","Manufacturing Director",Travel_Rarely,1,2,"Life Sciences",2,4,4,4,3,6062,High,Yes,8,"6-10 Years",4,3,0,2,9,4,13,3,1,Married,No
828,28,25-34,Male,"Research & Development","Research Scientist",Travel_Rarely,2,4,Medical,1,3,3,4,2,4382,Medium,No,5,"3-5 Years",2,2,2,1,6,3,17,3,0,Single,Yes
829,36,35-44,Male,"Human Resources","Human Resources",Travel_Rarely,13,3,"Human Resources",1,2,3,2,3,2143,Low,No,8,"6-10 Years",5,2,0,4,4,2,13,3,1,Married,No
830,32,25-34,Female,"Research & Development","Manufacturing Director",Travel_Rarely,4,3,"Life Sciences",2,3,3,3,3,6162,High,No,14,"11-20 Years",14,13,6,8,1,3,12,3,1,Married,No
832,40,35-44,Male,"Research & Development","Laboratory Technician",Travel_Frequently,16,4,Medical,2,3,1,4,3,5094,Medium,No,10,"6-10 Years",1,0,0,0,6,6,14,3,0,Single,No
833,30,25-34,Female,"Research & Development","Manufacturing Director",Travel_Rarely,2,3,Medical,2,4,3,2,2,6877,High,Yes,12,"11-20 Years",0,0,0,0,5,4,24,4,0,Single,No
834,45,45-54,Female,"Research & Development","Research Scientist",Travel_Rarely,2,3,"Life Sciences",1,3,2,4,3,2274,Low,No,1,"0-2 Years",1,0,0,0,1,3,14,3,0,Single,No
836,42,35-44,Male,"Research & Development","Manufacturing Director",Travel_Rarely,29,3,"Life Sciences",2,2,2,4,2,4434,Medium,No,10,"6-10 Years",9,8,7,8,1,3,13,3,1,Married,No
837,38,35-44,Male,"Research & Development","Healthcare Representative",Travel_Frequently,12,3,"Life Sciences",2,1,1,3,2,6288,High,No,13,"11-20 Years",4,3,1,2,2,3,15,3,1,Divorced,No
838,34,25-34,Female,"Research & Development","Research Scientist",Travel_Frequently,16,4,"Life Sciences",1,4,3,3,3,2553,Low,No,6,"6-10 Years",5,2,1,3,1,3,16,3,0,Single,No
840,49,45-54,Female,Sales,"Sales Executive",Travel_Rarely,11,3,Marketing,3,4,3,1,4,7654,High,No,9,"6-10 Years",9,8,7,7,1,3,18,3,2,Married,Yes
842,55,55+,Male,Sales,"Sales Executive",Travel_Rarely,2,1,Medical,2,4,3,3,2,5160,Medium,No,12,"11-20 Years",9,7,7,3,4,3,16,3,0,Single,Yes
843,43,35-44,Male,"Research & Development","Research Director",Travel_Rarely,14,2,"Life Sciences",4,1,2,3,3,17159,"Very High",No,22,"20+ Years",4,1,1,0,6,3,24,4,1,Married,No
844,27,25-34,Male,"Research & Development","Research Director",Travel_Rarely,5,1,"Technical Degree",3,4,3,2,3,12808,"Very High",Yes,9,"6-10 Years",9,8,0,8,1,3,16,3,1,Divorced,No
845,35,35-44,Male,"Research & Development","Manufacturing Director",Travel_Rarely,7,3,Other,3,3,3,2,4,10221,"Very High",No,17,"11-20 Years",8,5,1,6,3,3,21,4,0,Single,No
846,28,25-34,Female,Sales,"Sales Executive",Travel_Rarely,2,4,Marketing,2,2,2,1,3,4779,Medium,Yes,8,"6-10 Years",8,7,7,5,1,2,20,4,0,Married,No
847,34,25-34,Male,"Human Resources","Human Resources",Travel_Rarely,3,2,"Human Resources",1,4,3,3,1,3737,Medium,No,4,"3-5 Years",3,2,0,2,0,1,19,3,1,Married,No
848,26,25-34,Female,"Research & Development","Research Scientist",Travel_Frequently,5,2,Medical,1,3,3,1,3,2366,Low,Yes,8,"6-10 Years",8,7,1,7,1,2,14,3,1,Married,Yes
850,27,25-34,Male,"Research & Development","Research Scientist",Non-Travel,3,3,Medical,1,4,4,3,2,1706,Low,No,0,"0-2 Years",0,0,0,0,1,6,11,3,3,Married,No
851,51,45-54,Female,Sales,Manager,Travel_Rarely,26,4,Marketing,4,3,1,3,2,16307,"Very High",No,29,"20+ Years",20,6,4,17,2,2,14,3,1,Married,No
852,44,35-44,Male,"Research & Development","Healthcare Representative",Travel_Rarely,4,3,Medical,2,2,4,4,2,5933,Medium,No,10,"6-10 Years",5,2,2,3,9,2,12,3,0,Single,No
854,25,25-34,Male,"Research & Development","Research Scientist",Travel_Rarely,2,1,Medical,1,1,1,3,2,3424,Medium,No,6,"6-10 Years",4,3,0,1,7,3,13,3,0,Single,No
855,33,25-34,Male,Sales,"Sales Executive",Travel_Rarely,1,3,Medical,2,1,1,1,3,4037,Medium,No,9,"6-10 Years",9,8,0,8,1,5,22,4,1,Divorced,No
856,35,35-44,Female,"Research & Development","Research Scientist",Travel_Rarely,27,1,Medical,1,1,3,4,2,2559,Low,No,6,"6-10 Years",6,5,1,1,1,3,11,3,0,Single,No
857,36,35-44,Male,Sales,"Sales Executive",Travel_Rarely,1,2,"Life Sciences",2,4,2,4,2,6201,High,Yes,18,"11-20 Years",18,14,4,11,1,1,14,3,1,Married,No
859,32,25-34,Male,Sales,"Sales Executive",Travel_Rarely,13,4,"Life Sciences",2,4,2,3,2,4403,Medium,No,8,"6-10 Years",5,2,0,3,2,3,11,3,1,Divorced,No
861,30,25-34,Male,"Research & Development","Research Scientist",Travel_Frequently,5,4,"Life Sciences",1,4,2,2,2,3761,Medium,No,10,"6-10 Years",5,4,0,3,9,3,12,3,1,Divorced,No
862,53,45-54,Female,Sales,"Sales Executive",Travel_Rarely,7,2,Marketing,3,4,1,4,3,10934,"Very High",Yes,35,"20+ Years",5,2,0,4,7,3,18,3,1,Married,No
864,45,45-54,Male,Sales,"Sales Executive",Travel_Rarely,9,3,Marketing,3,1,4,3,3,10761,"Very High",Yes,18,"11-20 Years",5,4,0,2,4,2,12,3,1,Divorced,No
865,32,25-34,Female,"Research & Development","Research Scientist",Travel_Rarely,8,2,Medical,2,3,3,3,2,5175,Medium,No,9,"6-10 Years",5,3,1,3,5,3,12,3,1,Married,No
867,52,45-54,Female,"Research & Development","Manufacturing Director",Travel_Frequently,25,4,Medical,4,4,3,3,3,13826,"Very High",No,31,"20+ Years",9,8,0,0,3,3,22,4,0,Married,No
868,37,35-44,Male,Sales,"Sales Executive",Travel_Rarely,16,4,Marketing,2,3,4,4,3,6334,High,No,9,"6-10 Years",1,0,0,0,4,2,19,3,2,Divorced,No
869,28,25-34,Male,"Human Resources","Human Resources",Travel_Rarely,8,2,Medical,1,4,2,4,3,4936,Medium,No,6,"6-10 Years",5,1,0,4,1,6,13,3,1,Divorced,No
872,22,"Under 25",Male,"Research & Development","Manufacturing Director",Travel_Rarely,1,2,"Life Sciences",2,4,4,1,1,4775,Medium,No,4,"3-5 Years",2,2,2,2,6,2,22,4,2,Married,No
874,44,35-44,Male,"Research & Development","Laboratory Technician",Travel_Rarely,8,4,"Life Sciences",1,4,1,3,2,2818,Low,Yes,10,"6-10 Years",3,2,0,2,2,2,24,4,1,Married,No
875,42,35-44,Male,"Research & Development","Research Scientist",Travel_Frequently,2,1,Medical,1,4,2,4,3,2515,Low,Yes,8,"6-10 Years",2,1,2,2,5,2,14,3,0,Single,No
878,36,35-44,Male,"Human Resources","Human Resources",Travel_Rarely,8,3,"Life Sciences",1,1,1,3,3,2342,Low,No,6,"6-10 Years",5,4,0,3,0,3,21,4,0,Married,No
879,25,25-34,Male,Sales,"Sales Executive",Travel_Rarely,3,1,Other,2,1,3,4,3,4194,Medium,Yes,5,"3-5 Years",5,3,0,3,1,3,18,3,0,Married,No
880,35,35-44,Female,"Research & Development","Manufacturing Director",Travel_Rarely,9,3,"Life Sciences",3,3,4,2,3,10685,"Very High",Yes,17,"11-20 Years",17,14,5,15,1,2,20,4,1,Married,No
881,35,35-44,Female,"Research & Development","Research Scientist",Travel_Frequently,25,4,"Life Sciences",1,2,4,1,2,2022,Low,Yes,10,"6-10 Years",10,2,7,8,1,3,19,3,1,Divorced,Yes
882,32,25-34,Male,"Research & Development","Laboratory Technician",Non-Travel,1,3,"Life Sciences",1,4,4,2,3,2314,Low,No,4,"3-5 Years",3,0,0,2,0,2,12,3,1,Divorced,No
885,25,25-34,Male,Sales,"Sales Executive",Travel_Rarely,4,1,Marketing,2,1,3,1,4,4256,Medium,No,5,"3-5 Years",5,2,0,3,1,1,12,3,0,Married,No
887,49,45-54,Female,"Research & Development","Research Scientist",Travel_Rarely,1,3,"Technical Degree",1,1,3,2,3,3580,Medium,No,7,"6-10 Years",4,2,0,2,2,2,16,3,1,Married,No
888,24,"Under 25",Male,"Research & Development","Laboratory Technician",Non-Travel,4,1,"Life Sciences",1,4,1,4,2,3162,Medium,No,6,"6-10 Years",5,2,3,4,0,2,17,3,0,Married,No
889,32,25-34,Male,Sales,"Sales Executive",Travel_Frequently,5,2,"Life Sciences",2,2,2,4,3,6524,High,No,10,"6-10 Years",10,8,5,3,1,3,14,3,1,Married,No
893,38,35-44,Male,Sales,"Sales Representative",Travel_Rarely,9,3,Marketing,1,2,2,4,3,2899,Low,No,3,"3-5 Years",2,2,1,2,0,3,19,3,1,Married,No
894,42,35-44,Female,"Research & Development","Laboratory Technician",Travel_Rarely,3,3,"Life Sciences",2,4,3,2,2,5231,Medium,Yes,17,"11-20 Years",5,3,1,3,2,1,13,3,1,Married,No
895,31,25-34,Male,"Research & Development","Research Scientist",Travel_Rarely,11,4,"Life Sciences",1,4,4,2,3,2356,Low,Yes,8,"6-10 Years",6,4,0,2,3,2,19,3,1,Married,No
896,29,25-34,Female,Sales,"Sales Representative",Travel_Rarely,1,3,Medical,1,3,2,3,3,2800,Low,Yes,5,"3-5 Years",3,2,0,2,6,3,19,3,3,Divorced,Yes
897,53,45-54,Male,Sales,"Sales Executive",Travel_Rarely,8,3,Marketing,4,4,1,3,3,11836,"Very High",No,28,"20+ Years",2,0,2,2,5,3,14,3,1,Married,No
899,35,35-44,Male,"Research & Development","Manufacturing Director",Travel_Rarely,25,3,"Technical Degree",3,2,4,1,3,10903,"Very High",No,16,"11-20 Years",13,10,4,8,3,2,16,3,0,Married,No
900,37,35-44,Female,Sales,"Sales Representative",Travel_Frequently,21,2,Medical,1,4,3,2,3,2973,Low,No,10,"6-10 Years",5,4,0,0,5,3,15,3,1,Married,No
901,53,45-54,Female,"Research & Development","Research Director",Travel_Rarely,23,4,"Life Sciences",4,4,4,3,3,14275,"Very High",No,33,"20+ Years",12,9,3,8,6,0,18,3,0,Single,No
902,43,35-44,Female,"Research & Development","Healthcare Representative",Travel_Frequently,1,3,"Life Sciences",2,4,4,2,2,5562,Medium,No,12,"11-20 Years",5,2,2,2,4,2,13,3,1,Married,No
903,47,45-54,Female,Sales,"Sales Executive",Travel_Rarely,2,2,Marketing,2,4,3,1,3,4537,Medium,Yes,8,"6-10 Years",7,6,7,7,0,2,22,4,1,Married,No
904,37,35-44,Male,Sales,"Sales Executive",Non-Travel,19,2,Medical,3,2,1,4,3,7642,High,Yes,10,"6-10 Years",10,0,0,9,1,2,13,3,0,Single,No
905,50,45-54,Male,"Research & Development",Manager,Non-Travel,2,4,"Life Sciences",4,1,1,4,3,17924,"Very High",No,31,"20+ Years",31,6,14,7,1,3,11,3,1,Divorced,No
909,39,35-44,Female,"Human Resources","Human Resources",Travel_Rarely,2,3,"Life Sciences",2,4,4,3,3,5204,Medium,No,13,"11-20 Years",5,4,0,4,8,2,11,3,2,Married,No
910,33,25-34,Male,"Human Resources","Human Resources",Travel_Rarely,3,2,"Human Resources",1,2,4,3,4,2277,Low,Yes,7,"6-10 Years",4,3,0,3,3,4,11,3,1,Divorced,No
911,32,25-34,Male,"Research & Development","Laboratory Technician",Travel_Rarely,25,4,"Life Sciences",1,4,1,3,1,2795,Low,Yes,1,"0-2 Years",1,0,0,1,1,2,24,4,0,Single,Yes
912,29,25-34,Female,"Research & Development","Laboratory Technician",Travel_Rarely,7,1,Medical,1,4,1,3,3,2532,Low,No,8,"6-10 Years",4,3,0,3,6,5,14,3,3,Divorced,No
913,44,35-44,Male,"Research & Development","Research Scientist",Travel_Rarely,9,2,"Life Sciences",1,1,2,4,3,2559,Low,Yes,8,"6-10 Years",8,7,7,1,1,0,13,3,0,Married,No
916,28,25-34,Male,Sales,"Sales Executive",Travel_Rarely,5,4,Medical,2,4,1,2,3,4908,Medium,No,4,"3-5 Years",4,2,0,2,1,3,14,3,0,Single,No
918,58,55+,Male,"Research & Development","Laboratory Technician",Travel_Frequently,2,1,"Life Sciences",1,4,4,4,2,2380,Low,Yes,3,"3-5 Years",1,0,0,0,9,3,14,3,1,Divorced,Yes
920,43,35-44,Female,"Research & Development","Manufacturing Director",Travel_Rarely,8,3,"Life Sciences",2,2,1,3,4,4765,Medium,No,4,"3-5 Years",1,0,0,0,4,2,21,4,1,Divorced,No
922,20,"Under 25",Female,Sales,"Sales Representative",Travel_Rarely,2,3,Medical,1,3,3,4,2,2044,Low,No,2,"0-2 Years",2,2,0,2,1,3,13,3,0,Single,Yes
923,21,"Under 25",Female,"Research & Development","Research Scientist",Travel_Rarely,18,1,Other,1,4,4,1,2,2693,Low,No,1,"0-2 Years",1,0,0,0,1,3,19,3,0,Single,Yes
924,36,35-44,Male,"Research & Development","Healthcare Representative",Travel_Rarely,14,1,"Life Sciences",2,4,3,1,2,6586,High,Yes,17,"11-20 Years",16,8,4,11,0,2,17,3,1,Married,No
925,47,45-54,Female,Sales,"Sales Representative",Travel_Rarely,2,4,"Life Sciences",1,4,4,1,2,3294,Medium,Yes,3,"3-5 Years",3,2,1,2,1,3,18,3,0,Single,No
926,22,"Under 25",Female,"Research & Development","Manufacturing Director",Travel_Rarely,3,1,"Life Sciences",2,3,2,1,4,4171,Medium,Yes,4,"3-5 Years",3,2,0,2,0,3,19,3,1,Married,Yes
927,41,35-44,Female,"Research & Development","Laboratory Technician",Travel_Rarely,2,4,"Life Sciences",1,4,2,3,2,2778,Low,Yes,10,"6-10 Years",7,7,1,0,4,1,13,3,1,Divorced,Yes
930,28,25-34,Female,"Research & Development","Research Scientist",Travel_Rarely,9,3,Medical,1,3,3,2,3,2377,Low,No,6,"6-10 Years",2,2,2,2,5,2,18,3,1,Divorced,No
932,39,35-44,Male,"Research & Development","Laboratory Technician",Travel_Rarely,6,3,Medical,1,1,4,4,1,2404,Low,Yes,8,"6-10 Years",2,2,2,2,7,2,21,4,0,Married,Yes
933,27,25-34,Female,"Research & Development","Research Scientist",Travel_Rarely,4,3,"Life Sciences",1,3,2,3,3,2318,Low,No,1,"0-2 Years",1,1,0,0,1,2,19,3,0,Single,No
934,34,25-34,Male,"Research & Development","Laboratory Technician",Travel_Rarely,10,3,"Life Sciences",1,2,2,2,3,2008,Low,No,1,"0-2 Years",1,0,1,0,1,3,14,3,2,Divorced,No
936,42,35-44,Female,Sales,"Sales Executive",Travel_Rarely,14,2,Medical,2,3,3,1,3,6244,High,No,10,"6-10 Years",5,4,0,3,7,6,17,3,0,Single,No
939,33,25-34,Male,"Research & Development","Research Scientist",Travel_Rarely,1,4,Other,1,1,3,2,3,2799,Low,Yes,6,"6-10 Years",3,2,0,2,3,1,11,3,0,Single,No
940,58,55+,Female,"Research & Development","Healthcare Representative",Travel_Rarely,5,3,"Technical Degree",3,2,3,4,3,10552,"Very High",Yes,24,"20+ Years",6,0,0,4,2,3,13,3,1,Divorced,No
941,31,25-34,Male,Sales,"Sales Representative",Travel_Rarely,7,4,"Life Sciences",1,3,2,2,4,2329,Low,No,13,"11-20 Years",7,7,5,2,3,2,15,3,0,Married,No
942,35,35-44,Female,"Research & Development","Healthcare Representative",Travel_Rarely,21,1,"Life Sciences",2,4,4,4,1,4014,Medium,Yes,10,"6-10 Years",10,6,0,7,1,2,25,4,1,Married,No
944,49,45-54,Female,"Research & Development","Laboratory Technician",Travel_Rarely,8,2,Other,3,2,1,3,2,7403,High,No,29,"20+ Years",26,9,1,7,4,3,11,3,1,Married,No
945,48,45-54,Male,"Research & Development","Research Scientist",Travel_Rarely,20,4,Medical,1,3,4,1,2,2259,Low,No,13,"11-20 Years",0,0,0,0,4,2,17,3,2,Married,No
947,31,25-34,Female,Sales,"Sales Executive",Non-Travel,20,2,Marketing,2,3,4,4,2,6932,High,No,9,"6-10 Years",9,8,0,0,1,2,13,3,1,Married,No
949,36,35-44,Male,"Research & Development","Research Scientist",Travel_Rarely,7,4,Other,1,4,2,3,3,4678,Medium,No,8,"6-10 Years",6,2,0,1,2,6,18,3,0,Single,No
950,38,35-44,Female,"Research & Development","Research Director",Travel_Rarely,1,3,"Technical Degree",3,1,4,2,3,13582,"Very High",No,15,"11-20 Years",15,12,5,11,1,3,13,3,1,Married,No
951,32,25-34,Female,"Research & Development","Laboratory Technician",Non-Travel,1,3,"Life Sciences",1,2,3,3,3,2332,Low,No,5,"3-5 Years",3,0,0,2,6,3,20,4,0,Married,No
952,25,25-34,Male,Sales,"Sales Representative",Travel_Rarely,19,2,Marketing,1,2,3,3,3,2413,Low,Yes,1,"0-2 Years",1,0,0,0,1,2,18,3,3,Married,Yes
954,40,35-44,Male,Sales,"Sales Executive",Travel_Rarely,10,4,Marketing,3,2,1,2,2,9705,High,No,11,"11-20 Years",1,0,0,0,2,2,12,3,1,Divorced,No
956,26,25-34,Male,Sales,"Sales Executive",Travel_Frequently,1,3,Medical,2,1,3,2,3,4294,Medium,No,7,"6-10 Years",7,7,0,7,1,2,12,3,0,Single,No
957,41,35-44,Male,"Research & Development","Laboratory Technician",Travel_Rarely,6,3,Medical,1,1,4,3,3,4721,Medium,Yes,20,"11-20 Years",18,13,2,17,2,3,13,3,0,Single,No
958,36,35-44,Male,"Research & Development","Laboratory Technician",Travel_Rarely,2,4,Medical,1,3,3,3,3,2519,Low,No,16,"11-20 Years",11,8,3,9,4,6,21,4,0,Single,No
959,19,"Under 25",Male,Sales,"Sales Representative",Travel_Rarely,21,3,Other,1,2,4,2,4,2121,Low,Yes,1,"0-2 Years",1,0,0,0,1,3,13,3,0,Single,Yes
960,20,"Under 25",Male,"Research & Development","Laboratory Technician",Travel_Rarely,4,3,"Technical Degree",1,1,1,2,3,2973,Low,No,1,"0-2 Years",1,0,0,0,1,2,19,3,0,Single,Yes
961,31,25-34,Female,"Research & Development","Healthcare Representative",Travel_Rarely,12,3,Medical,2,4,4,3,1,5855,Medium,Yes,10,"6-10 Years",9,7,8,5,0,2,11,3,2,Married,No
964,40,35-44,Male,"Research & Development","Research Scientist",Travel_Frequently,9,4,Medical,1,2,4,4,3,3617,Medium,Yes,3,"3-5 Years",1,1,0,0,8,2,14,3,1,Divorced,No
966,32,25-34,Female,"Research & Development","Manufacturing Director",Travel_Rarely,3,4,Medical,2,1,3,3,4,6725,High,No,8,"6-10 Years",8,7,6,3,1,2,12,3,1,Married,No
967,36,35-44,Male,Sales,"Sales Executive",Travel_Rarely,3,1,"Life Sciences",3,4,3,1,3,10325,"Very High",Yes,16,"11-20 Years",16,7,3,7,1,6,11,3,1,Married,Yes
969,33,25-34,Female,"Research & Development","Healthcare Representative",Travel_Rarely,1,3,"Life Sciences",2,4,2,1,3,6949,High,No,6,"6-10 Years",5,0,1,4,0,3,14,3,0,Single,No
970,37,35-44,Male,Sales,"Sales Executive",Travel_Rarely,1,4,"Life Sciences",3,3,1,3,1,10609,"Very High",No,17,"11-20 Years",14,1,11,7,5,2,11,3,0,Married,Yes
972,45,45-54,Male,"Research & Development","Laboratory Technician",Non-Travel,4,2,"Life Sciences",2,2,3,2,2,4447,Medium,No,9,"6-10 Years",9,7,0,8,1,5,12,3,0,Married,No
974,29,25-34,Female,Sales,"Sales Representative",Travel_Frequently,20,3,"Technical Degree",1,4,3,2,3,2157,Low,No,3,"3-5 Years",3,1,0,2,1,5,15,3,1,Married,No
975,35,35-44,Female,Sales,"Sales Executive",Travel_Rarely,18,3,Medical,2,3,3,2,3,4601,Medium,No,5,"3-5 Years",5,2,1,0,1,3,16,3,0,Married,No
976,52,45-54,Male,"Research & Development",Manager,Travel_Rarely,1,2,"Life Sciences",4,4,4,2,2,17099,"Very High",No,26,"20+ Years",9,8,7,8,2,2,15,3,1,Married,No
977,58,55+,Male,"Research & Development","Research Scientist",Travel_Rarely,2,3,"Technical Degree",1,3,4,1,3,2479,Low,No,7,"6-10 Years",1,0,0,0,4,4,24,4,0,Single,Yes
981,53,45-54,Male,Sales,Manager,Travel_Rarely,2,2,Medical,4,3,3,3,4,14852,"Very High",No,22,"20+ Years",17,13,15,2,6,3,13,3,1,Divorced,No
982,30,25-34,Male,Sales,"Sales Executive",Travel_Rarely,8,2,Other,3,3,3,1,4,7264,High,No,10,"6-10 Years",8,4,7,7,5,2,11,3,1,Divorced,No
983,38,35-44,Female,Sales,"Sales Executive",Non-Travel,10,3,"Technical Degree",2,4,3,2,3,5666,Medium,Yes,6,"6-10 Years",5,3,1,3,1,1,13,3,0,Single,No
984,35,35-44,Male,Sales,"Sales Executive",Travel_Rarely,3,4,"Life Sciences",3,4,4,2,3,7823,High,No,12,"11-20 Years",10,9,0,8,6,2,13,3,1,Divorced,No
985,39,35-44,Male,Sales,"Sales Executive",Travel_Rarely,2,5,"Life Sciences",3,3,1,4,3,7880,High,No,9,"6-10 Years",8,7,0,7,0,3,18,3,0,Single,No
986,40,35-44,Female,Sales,"Sales Executive",Non-Travel,24,3,"Life Sciences",4,2,2,4,2,13194,"Very High",Yes,22,"20+ Years",1,0,0,0,4,2,16,3,0,Single,Yes
987,47,45-54,Male,"Research & Development","Manufacturing Director",Travel_Frequently,16,4,Medical,2,3,3,3,4,5067,Medium,Yes,20,"11-20 Years",19,10,2,7,1,3,19,3,0,Divorced,No
990,36,35-44,Male,Sales,"Sales Executive",Non-Travel,8,4,"Technical Degree",2,4,1,4,3,5079,Medium,No,12,"11-20 Years",7,7,0,7,4,3,13,3,2,Divorced,No
